,title,review,stars,verified,helpful,date,amazon_id,id
291,A good fit,The smart meter that I ordered fit perfectly over my meter. I only wish I could find a Farraday Cage for Spectrum's 5G Broadband that they're advertising is on the way!,5,1,5,2019-04-05,B075KMT5HW,291
292,Does what it says it should.,Works very well. Measured before and after the installation. Finally something that can be done after having a smart meter forcefully installed on the INSIDE of my home. #politricks,4,1,6,2019-03-15,B075KMT5HW,292
293,AMAZING SLEEP,It's been six weeks since I installed the smart meter cover. We have slept so much better as our smart meter faces into our bedroom. We have received our electric bill as normal. So pleased!,5,1,7,2019-05-22,B075KMT5HW,293
294,"Well Made, Came Quickly","The cover was constructed with quality materials and designed well. Although it wasn't an exact fit, the smart meter was covered completely. The difference in size was very slight because of this metal band that is around the meter, so the cover doesn't sit perfectly. I tried to see if the cover could bend around the band. Nope. Although part of the cover sits unevenly, all of the meter is covered and stays put, so it doesn't seem to be a problem.",5,1,3,2018-08-11,B075KMT5HW,294
295,All the good reviews are true!,"I have two smart meters. The cover fit the well house meter perfectly. The shop meter was quite a bit smaller, so I used the padded foam rings as directed on the second meter cover and it fit good and snug. The directions are written in concise english and the print is large and clear. I'm impressed with this well made product. Excellent company to do business with.",5,1,1,2020-02-27,B075KMT5HW,295
296,Doesn't fit.,I cannot get this flush even with the strips the included,2,1,5,2019-03-05,B075KMT5HW,296
297,Fits well,"Honestly, I am not sure whether it works or not. I can't tell any difference after installation, and I don't have a measuring device available. It's constructed well and fits well. We are in Texas using Coserv meters. This device fits our meter from Coserv.",3,1,2,2019-01-01,B075KMT5HW,297
298,Good night's sleep,"Since smart meters were installed in my neighborhood, 2 of my dogs died suddenly. My neighbor<U+0092>s dog also died unexpectedly.

After easily installing this smart meter cover, I have been sleeping through the night.",5,1,3,2019-10-17,B075KMT5HW,298
299,"Good Quality, but can't tell any difference","This is of good quality but I still hear a large roar or din in my ears. I thought it was from the smart meter but it's something else, so I cannot tell much difference in the radiation.",4,1,2,2019-08-25,B075KMT5HW,299
300,It does what they say.,"I measured the rf field before installation and it was 120. After install the reading was 26 which was nearly a 5X reduction in signal strength. Went on easily and you tighten the metal band with one screw. I did not need to use any of the foam as the diameter of my meter was nearly the same as the ring on the cover. If you have a concern, this really works. I made the measurements with a professional rf meter.",5,1,2,2019-10-10,B075KMT5HW,300
301,It's on!,"Took a while to arrive. Came a little dinged up, but doesn't seem to effect the function. Was way too big and only fit with the larger foam strip. I just hope the city leaves it on there. Not sure yet if it helps block emissions because I don't have a meter yet. Overall, I'm fine with this purchase.",4,1,4,2019-01-26,B075KMT5HW,301
302,Emf radiation,Well made a bit over priced but it does the emf blocking needed to mitigate its harmful radiation. Does not block dirty sine wave electricity that smart (dumb) meters produce in the inside of your home. I recommend that one test their meter to see where their readings.,4,1,2,2019-01-11,B075KMT5HW,302
303,Didn't work,There was no difference in my readings having this on our meter,1,1,6,2019-05-25,B075KMT5HW,303
304,Overpriced and didn't work (for me),"Couple of things, it doesn't work and way overpriced. Used my EMP meter before and after, readings were about the same. Material used for the product doesn't justify the price.",1,1,4,2019-09-05,B075KMT5HW,304
305,works for the out doors but indoors not so much !,some what of a pain to put on but it seems to help with out side part but not inside !,3,1,13,2018-07-14,B075KMT5HW,305
306,LA DWP lock addition makes the product too small,"Product was exactly as described. Included fittings for smaller meters. Unfortunately, Los Angeles DWP welded on a separate lock ring. That made the shield too small to fully snap in place. I have wedged it on as best as possible. So far it has stayed in place. The EMF meter shows a much lower reading. Thanks!",5,1,2,2019-04-23,B075KMT5HW,306
307,Awsome,Great product works and easy to install,5,1,2,2019-06-24,B075KMT5HW,307
308,This Meter Cover Works! Everyone needs this!,"We were concerned about all the Radiation being emitted from our ""smart meter"" on our house. We used a meter to measure the amount of radiation before and after plcing the cover on the meter and the difference was amazing! This smart meter cover really does keep radiation from being emitted plus it allows the power company to still be able to read the meter...no interruption. Thankful for this product to protect our health!",5,1,0,2020-02-26,B075KMT5HW,308
309,Smart purchase,"So far everything is great! Arrived super quick and install was easy. I am shopping around for a RF meter, so I can test my house and check this cover, but the physics behind it makes complete sense.",5,1,2,2019-07-17,B075KMT5HW,309
310,Efficacy.,Do they really function as advertised?,3,1,2,2019-08-01,B075KMT5HW,310
311,Taking care of ourselves.,"Though I have a gated and locked acre of land with No Trespassing signs, Diverse Power in Georgia jumped the fence while I was out of town. They installed the Smart Meter without my authority. Trying to get it removed is like trying to part the Red Sea. The next step was to take care of myself and my animals the best I could, so I ordered this Cover. It was easy to install and the EMF meter proved that I had combated most of the harmful radiation the damn thing puts out!",5,1,2,2019-12-25,B075KMT5HW,311
312,It really works.,My Geiger counter went crazy <U+0085>.and then I put this on the smart meter and the counter registered a safe level.,5,1,1,2019-08-21,B075KMT5HW,312
313,Smart Meter Cover RF Radiation Shield,"Fit perfectly around my meter. Did not interfere with the signal to the electric company. Don't know if that means it's not working properly, or if it is actually keeping signal from inside the house. Wish I had a meter to test it.",5,1,0,2019-12-08,B075KMT5HW,313
314,Great people to work with,"Ordered the product, received the product in a timely manner and installed it on my mothers meter and it worked great. Best price and good quality. Would and will be recommending this product to friends.",5,1,2,2019-04-07,B075KMT5HW,314
315,Great product and service,Excellent company to do business with. Included videos for self easy installation and great customer service and support. Highly recommend this product and company.,5,1,2,2019-08-10,B075KMT5HW,315
316,Ease of installation,My husband installed this meter cover in about 10 minutes. Now the neighbors want to cover their meters as well.,5,1,2,2019-10-13,B075KMT5HW,316
317,Seems like a quality product!,"It is still possible to see through it when you bend down and from the lower position look at the digits! I believe it works but I have not tested it, just seen other tests online from similar products.",5,1,0,2020-12-04,B075KMT5HW,317
318,Does what intended!,Not cheap! It will help outside...EMP inside?,4,1,1,2019-08-18,B075KMT5HW,318
319,Get it,"I definitely enjoy this item, it is great! All praises!",4,1,1,2019-05-03,B075KMT5HW,319
320,easy install,"This was easy to install, and easy to see/read meter. I don't have a radiation measure device yet, so I just trust it ia doing what it says it will do.",5,1,0,2020-08-19,B075KMT5HW,320
321,Does not WORK!!! don't even order it as you will end up paying out of your own pocket the return!,"I have two EMF meters both show the same radiation level with and without the shield.
I bought it in good faith, with the understanding that if didn't work you can return it, but guess what? besides selling a product that does not work the seller makes you pay for the return shipment ($11 )",1,1,0,2020-03-09,B075KMT5HW,321
322,Sleeping so much better.,Came on time and easy to install.,5,1,1,2019-06-18,B075KMT5HW,322
323,"Hope it works, too big.",I hope it does what it says. Right now I am trying to figure out how to secure it. It is too big for my meter and is just hanging there. Looks like a good gust of wind will blow it off.,2,1,26,2018-02-09,B075KMT5HW,323
324,Hopeful Protection,"My friend installed this for me. I have not tested it yet, however, I have been told by reliable sources, that is works. I'm glad I bought it.",5,1,1,2019-05-24,B075KMT5HW,324
325,Protector against radiation,was a good investment for me I feel better that I have this product,5,1,2,2019-09-16,B075KMT5HW,325
326,Five Stars,"This item is well constructed and very easy to install, and fit perfectly.",5,1,2,2018-07-29,B075KMT5HW,326
327,Easy install.,"Easy install. Was going to have to pay to remove smart meter and pay a monthly charge to opt out, but found this. I don<U+0092>t have a test meter, but others say it works. I did research the style and materials .",5,1,0,2019-09-01,B075KMT5HW,327
328,People fall for anything,"This thing is a hoax. I bought it and put it on without my gf knowing when she SWORE the smart meter was cause of her issues... oh shocking. When I put it on without her knowing, nothing changed. Waste of money. It's the placebo affect in fill display.",1,1,1,2020-08-07,B075KMT5HW,328
329,Just ok protection from EMF,I did measurements before and after installing. EMF was reduced somewhat but not to the degree I expected,3,1,0,2020-09-09,B075KMT5HW,329
330,Works,"It works and is worth it. Standing on the shielded side about 5 feet away it reduced peaks ranging from 2.6 - 3.4 mW/m^2 down to about .160-.190 mW/m^2. I don't know what happens on the other side of the pole, but luckily the smart meter side that you read is the side facing us.",5,1,2,2020-02-20,B075KMT5HW,330
331,Look into Smart Meter Covers,Not sure just thought I needed this over my smart meter outside of my bedroom!,5,1,0,2020-01-04,B075KMT5HW,331
332,Easy install good quality,Very important to me to have this installed was simple to do. Nice product.,5,1,0,2019-11-06,B075KMT5HW,332
333,Safety for your health,I feel better since adding this cover on my smart meter . It did require grounding.,5,1,0,2020-10-21,B075KMT5HW,333
334,Radiation or not sleeping better.,"Not sure if I<U+0092>m sleeping better because of shield or the suggestion that it would help with my sleep. In any event, the smart meter is on outside of bedroom wall and since installing the shield; I am sleeping better.",4,1,0,2020-10-26,B075KMT5HW,334
335,Smart meter cover,It fits over the meter easily. It has pieces to fit if the meter is a little smaller than the cover.,5,1,0,2020-11-14,B075KMT5HW,335
336,Good purchase,Very pleased with this purchase. Was glad to see how easy it was to install,5,1,0,2020-01-05,B075KMT5HW,336
337,EMF causes a lot of health issues.,NA,5,1,1,2019-10-13,B075KMT5HW,337
338,Wife is happy,Wife is happy,5,1,1,2019-07-28,B075KMT5HW,338
339,Meter cover,"Hard to rate... is it really working?!? Damned if I<U+0092>d know. But, it was well constructed, packaged and received quickly.",5,1,0,2020-10-26,B075KMT5HW,339
340,Works,"I have an EMF detector and after I put the case on, they dropped to almost zero.",5,1,0,2019-12-17,B075KMT5HW,340
341,Felt a difference right away,Felt a difference right away,5,1,1,2020-03-21,B075KMT5HW,341
342,Really easy fit.,"It fit the meter so easy, I did not even have to uses any special tools or so forth.
Next thing is to I believe ground the shield is what I<U+0092>m hearing.",5,1,0,2020-02-13,B075KMT5HW,342
343,Hope it works,Hello,5,1,0,2019-07-09,B075KMT5HW,343
344,smart Meter Cover,The Smart meter cover worked.,5,1,0,2020-09-01,B075KMT5HW,344
345,It works,It works,5,1,1,2019-10-19,B075KMT5HW,345
346,It does not work correctly,It does not work correctly. I also had to pay the shipping and in the end the product does not work as described.,1,1,0,2020-09-15,B075KMT5HW,346
347,Just installed and waiting,Waiting to see if there are any significant changes in my health and wellbeing.,4,1,0,2020-08-13,B075KMT5HW,347
348,Good protection,Easy to install,5,1,0,2019-12-04,B075KMT5HW,348
349,Great,It works!,4,1,0,2020-02-15,B075KMT5HW,349
350,Five Stars,Appears to be good quality.,5,1,1,2018-06-05,B075KMT5HW,350
351,This does NOT block EMF radiation,"I bought this hoping it would block EMF radiation fro;m my electric meter. I have a EMF field meter. I took readings before and after installing the screen and there was absolutely NO difference in the reading. This is an excellent scam. The unit is very well built and easy to install but totally ineffective! Not many people own a Field Meter and this is why this company can get away with this. Don't believe them, very sad indeed.",1,0,8,2019-11-27,B075KMT5HW,351
352,WORKS,"I bought this and used it before I got my smart meter replaced with the old-style one. (My state of TX passed a law that we could replace it with the old style - Google to learn more). Anyhow, this really blocked my affect and also still worked correctly. I also take aluminum screening and place it around objects and behind paneling to block EMF's and it works. So far, this works better than any thing else I have tried. I keep buying necklaces and stuff that does not work -- only make me more ill. Herbs to help though.",5,0,4,2019-04-20,B075KMT5HW,352
353,Easy to install,"I received days ahead of schedule, so that was a plus. The cover looked much bigger than I anticipated but fit perfectly on my meter. It was super easy to put on, all you have to do is tighten the nut on the screw. I dont have an EMF meter to check if it's working or not. But there really isn't anything else to do to protect myself from the smart meter and removing it isn't an option. So thank you for making this product!",5,0,4,2019-01-29,B075KMT5HW,353
354,Smart Meter guard/cover Worthless?,"I put the Smart Meter cover on exactly as outlined in the instructions. I have had this in place for over 8 months. I had high hopes for this to help with how I'm feeling relating to EMF effects. I still have effects from EMF in my home. I don't use a television, only occasionally a microwave and I stand far away when in use.

I don't use many other electronics. I can't say that I see any benefit from purchasing an expensive shield and putting it in place. Looks like this was money down the drain. Buy at your own risk. I'm giving a two star rather than a one star rating as it looks like it was decent construction of the shield at this point. Been using less than a year.",2,0,1,2019-11-21,B075KMT5HW,354
355,I had to purchase 2 of these!,"My voices and electronic attacks have been tremendously cut in half!I am terribly WHORE RABIDLY electronically attacked via these smart meters and I have two smart meters installed in my residence, so I had to purchase two of these! I had to modify them to a certain extent because of the GAP that they put on them so they would fit the smart meters! Im still attacked electronically but these two EMF Covers I purchased Have made a significant block on the capabilities of the mind manipulations via the smart meters! I am able to get some sleep once again. before I installed these on my meters or I mean their meters I was suffering insomnia Relationship issues,erectile dysfunction, and Lucid Nightmares! So I recommend these smart covers they seriously work! CIAO! My two month review! Seriously buy these! But I live in a rural area, Im not so sure how they would suffice in a heavily populated urban area where there are so many many other smart meters! But in my case as I reside in this rural area far away from other smart meters they have proved effective! In an apartment complex im not so sure how effective they would be! You might have to purchase covers for the entire apartment complex or perhaps the entire neighborhood or perhaps the entire town! But seriously these should be supplied by the utility companies since these are their components! They ought to be mandatory with each and every SMART METER installation in the United States of America! CIAO!",5,0,0,2019-06-08,B075KMT5HW,355
356,You can't win!!!!!,"Now that you have installed your meter cover you can spend another $20,000.00 to finish your protection therapy. Why not just build a nuclear fallout shelter and 20 years of preserved food and water. Oh yeah don't get out in the sun it will radiate you to death. Don't eat any Romain lettuce either. Do you see where this is going. You will never ever ever cover all the issues surrounding us in our daily lives. Oh yeah throw that cell phone away it emits radiation also.",5,0,12,2018-05-02,B075KMT5HW,356
357,A must have for your family,A must have for peace of mind,5,1,0,2020-10-13,B075KMT5HW,357
358,This smart meter cover has made a difference in our health.,"It was easy to install. Both my husband and I are feeling better - the smart meter was about 6 - 8 feet were I work in the kitchen. I started having thyroid problems - hyperthyroid. With covering the smart meter and a slight diet change, plus some herbs, my thyroid is now good. Just had my check up. We go a step further now and shut off the main breaker to the house, when we sleep. We are sleeping much better. We are grateful for this product.",5,1,4,2019-10-17,B075KMT5HW,358
359,Does what it's designed to do,"As proven with my EMF frequency detector, this product does it's job by markedly reducing the excessive amount of microwave radiation utilized in ""smart"" meters. No home should be without one. Sadly, no home should have to have one in the first place ...",5,1,4,2019-09-22,B075KMT5HW,359
360,A Company that can be trusted 100 percent!,I liked everything about this product and the Company. The product did exactly what they said it would. I would recommend this product to anyone who is looking for not only a solution to a problem but also peace of mind. Will be recommending this product to family and friends.,5,1,1,2019-07-06,B075KMT5HW,360
361,Satisfied,Seems like a good quality product! I haven<U+0092>t actually installed it yet.,5,1,0,2019-06-21,B075KMT5HW,361
362,Works,This does work! Nothing negative to say,5,1,0,2019-11-13,B075KMT5HW,362
363,Would recommend,Quackery. Save your money and rethink your theories; the earth is round and this doesn<U+0092>t work.,1,1,0,2020-11-07,B075KMT5HW,363
364,Smart Meter Shield,I was very happy with this product. It was so easy to install I didn't even need tools. You just put the cage around your meter and tighten the nut attached to the cage. It was so simple and now I'm protected.,5,1,0,2020-11-20,B08KTNVHNJ,364
365,Great Product,"This product is just as described. The installation was incredibly easy, and it gives me peace of mind knowing that my family is protected from potentially harmful radiation from the meter. I have only had this installed for a few days, but you can tell that the quality material will last a long time.",5,1,0,2020-11-02,B08KTNVHNJ,365
366,Good meter cover,"Came as expected - good build quality, fit well over the Smart Meter.",5,1,0,2020-11-02,B08KTNVHNJ,366
367,Great,It worked as shown.,5,1,0,2020-11-24,B08KTNVHNJ,367
368,Blocks Radiation,"I just ordered this product and I couldn't be more excited. I have been nervous about the effects of radiation for a while, so I'm happy theres a product that can do that finally. It has also helped with my headaches, which I get when I'm on my phone too much, and I feel much safer now.",5,0,0,2020-10-26,B08KTNVHNJ,368
369,Very Easy To Install,Very easy to install. I've been concerned about radiation entering my home for a while now. Its feels good to know that I have this security blanket in my home protecting me. The air in my home feels really different now,5,1,0,2020-11-04,B08KTNVHNJ,369
370,Simple but worth it.,When I first got this I was a bit nervous about going to place it on my meter. For some reason I expected it to be far more complicated and dangerous and it was neither. It was very simple to install and protecting us from harmful radiation is well worth it.,4,1,0,2020-11-18,B08KTNVHNJ,370
371,High Quality and Blocks Radiation,"During these uncertain times, I am happy to see items like these that will help protect me from the effects of radiation entering my home. The shield is high quality and took 10 seconds to place over my smart meter on the side of my house. Wish I could gift one to each of my neighbors!",5,1,0,2020-10-24,B08KTNVHNJ,371
372,Works As Described.. Blocks Radiation From Wifi,"If you are like us, the concern over EMF radiation exposure from all of our devices is growing, especially with the roll out of 5G. After testing my wifi router and finding it to be the largest cause of EMF in our house, we looked into purchasing a wifi cover. We took a chance on this cover because of the affordable price and are glad we did. It's large enough that both the router and modem fit inside with room to spare. The fabric itself is very durable. The most important question though... does it do its job? Yes, it blocks the EMF radiation, down to a much safer level. Does our wifi still work? Yes it does! I did notice the signal seems slightly weaker however we have no problems using our Firesticks, running multiple computers and cell phones or playing games etc. online so far. I have attached before and after photos so you can see proof of the EMF reading before adding the cover and after adding the cover. If it helps anyone, we have Spectrum wifi.",5,1,12,2020-10-20,B088B6KGH3,372
373,Hope it blocks the 5g cable modem radiation,"The metalic cover looks very much like the one in the picture. It would help if it had a slot for cables on the back. It's obvious every modem has cables that connect to the back of the unit. So I had to make a cut with a blade myself. Also, it should have some kind of closing, in order for the protection to be complete. I used paper clips to keep the opening closed. Other than that, I just hope it really blocks the 5g radiation.",3,1,5,2020-06-04,B088B6KGH3,373
374,Do not buy,Overheated modem,2,1,3,2020-10-23,B088B6KGH3,374
375,Nice Quality Item,"I would have loved to keep this item, but I have a large Netgear router and unfortunately the cover was slightly too narrow. Nice item nonetheless.",5,1,17,2020-07-06,B088B6KGH3,375
376,Definitely blocks wifi signal,"Significantly blocks wifi signal to the point that it is almost unusable. I expected that this would block the radiation, but not impact wifi signal strength.",2,1,2,2020-10-15,B088B6KGH3,376
377,Just as stated,"Protects from radiation as stated. This material is expensive and for middle class like me, I have to buy one piece at a time. I must say that it probably performs as stated.",5,1,15,2020-09-11,B088B6KGH3,377
378,Doesn't work,"Couldn<U+0092>t even connect my one cell phone to my wifi after putting this on. It saids it doesn<U+0092>t mess with the signal but that is a very big lie. With it on I can<U+0092>t get signal at all, will tell me to move closer to WiFi when I<U+0092>m sitting right next to it. Took cover off, oh look at that connected again. Do not buy, waste of money",1,1,0,2020-11-27,B088B6KGH3,378
379,size matters,Get right size or its useless,2,1,0,2020-09-06,B088B6KGH3,379
380,Read b4 u buy. also research.,"5G is not harmful to humans in any way. On the electromagnetic spectrum, it is closer to microwaves than X-rays. It is NOT Ionizing Radiation which is bad for humans and can lead to health problems. other than that product is shid",1,0,10,2020-09-11,B088B6KGH3,380
381,Save your money,Does not work at all. Used my emf detector before and after bag. Did not reduce emf not even one little bit.,1,1,17,2020-06-12,B089SPY166,381
382,Economical and effective,"It actually works!
Before using the bag my router and modem were putting out measurements close to 100 (safe reading is 5). Both router and modem fit in the large EMF bag and have proper ventilation. To minimize radiation leaking, I sealed it with a rubber band. Signal strength is still strong within the room but has been weakened beyond that. EMF reading with meter is not zeroed out but it remains within the ""safe"" zone.",4,1,16,2020-07-25,B089SPY166,382
383,I am confident it is blocking RF waves,I am confident the cover is blocking RF waves but have not given it a meter test since installation. My friend brought a meter over and the reading was off the chart in our living room. I would like to update this post once I do another reading. I did have to modify the cover to fit my WIFI router by undoing the stitching on the long side half way down and open up the short side to slip it over.,5,1,16,2020-06-27,B089SPY166,383
384,didn't work for me,My emf detector did not detect any change. I sent it back.,1,1,2,2020-08-07,B089SPY166,384
385,WORKS OK..BUT DOWN STAIRS ..NO SIGNAL,WORKS OK..BUT DOWN STAIRS ..NO SIGNAL,1,1,1,2020-09-06,B089SPY166,385
386,It weakens your wi-fi signal,Says it won't weaken your wi-fi signal but it does! I only use it when I'm sitting in the room next to it because my signal experiences significant loss.,4,1,0,2020-08-03,B089SPY166,386
387,Best Solution For Smart Meter Radiation,Tested it with my detector and it works nicely. It's a great shield to reduce the emf radiation and the price is OK. Meets my expectations appearance wise. No problems with it after owning and using for several months.,5,1,1,2020-07-01,B089SPY166,387
388,"<U+0093>O<U+0094> yes, I will buy again",Does as it should.,5,1,0,2020-11-08,B089SPY166,388
389,No good item.,No wifi after placed over the router. Do not buy.,1,1,1,2020-07-27,B089SPY166,389
390,"Easy to use, covers many sizes","I liked that this is a less expensive cover for the router and it could cover many different shapes and sizes.
I have no way to tell how well it works, but I am hoping it blocks some of the emf's",4,1,0,2020-07-20,B089SPY166,390
391,5g protection,I love knowing my family is protected from my 5G router. It works because my Wi-Fi signal isn't as strong as it used to be. Do they make this big enough to wrap around a whole house lol,5,1,0,2020-06-23,B089SPY166,391
392,Zero Science,"WiFi works by sending out electromagnetic radio waves. So do FM and AM radio stations. WiFi actually emits less powerful signals than an FM radio station. So this bag will degrade your WiFi signal or do nothing at all. End of sentence. It is advertised as blocking the very waves used to transmit data through the air. If you want to lower the power used by your home router, you can configure the transmit power or Tx power of your radio.
EMF is a measurement of the frequency of the electromagnetic radio waves. Colors are literally electromagnetic radio waves in light bouncing off of objects. If you want to block all bands of EMF you would have to crawl into a black plastic sack and seal it air tight. And that would kill you.",5,1,0,2020-09-03,B089SPY166,392
393,Good emf cover.,"I was experiencing painful headaches and just an overall tension in my room completely unexplained. I researched the smart meter outside my room and came across this. I thought EMF radiation from the router will cause headache and migraines. SO My husband bought this WiFi router cover for me, and it worked well. My headace gone, and the tension in the roon gone. I sleep well after using this and it won<U+0092>t block the wifi singal, that<U+0092>s very nice.",1,0,2,2020-06-01,B089SPY166,393
394,A noticeable difference,"This smart meter cover was less expensive than similar options and I didn't want to spend much as I didn't know if I would be able to tell a difference, but I'm happy to report that I have noticed a difference in how I have been feeling ever since I started using it!",5,1,4,2020-09-21,B08CXGHTDS,394
395,Fits perfectly,Fit over our smart meter perfectly! Hoping to get the device to test it soon to see how much it<U+0092>s helping!,4,1,1,2020-09-18,B08CXGHTDS,395
396,Only drops some rf,I had 5.7 on my emf reader with this cover on it only dropped 1.7. Still something but 95% is a lie,2,1,0,2020-10-21,B08CXGHTDS,396
397,It was made to fit,I hope it works,4,1,0,2020-09-25,B08CXGHTDS,397
398,No more ringing in the ears since I installed this RF radiation Shield,No more ringing in the ears since I installed this RF radiation Shield...worth every penny!!!,5,1,0,2020-10-05,B08CXGHTDS,398
399,Does the job at a great price!,This shield works great and it<U+0092>s at a very competitive price! If you<U+0092>re in the market for one of these and for staying safe I highly recommend this one!,5,1,0,2020-09-29,B08CXGHTDS,399
400,Well manufactured and easy to install,I'm happy with it. We've experienced less headaches since we installed it.,5,1,0,2020-11-18,B08CXGHTDS,400
401,Perfect for what we needed!,"Our WiFi router is in our bedroom, so I wanted something to block the EMFs. This box is big enough to fit our router and our modem. Our router has antennas in the back, but those folded down and fit inside the box as well. The box looks much nicer than our router, modem, and all their wires.",5,1,6,2019-11-29,B07W9F37V3,401
402,it works,"very reasonable price, VERY easy to install and really solved my problem. i could not watch webinars before this without extreme discomfort from beginning to end. i can still feel the energy when i turn on my computer and more so during webinars but only at 1/4 or less intensity. i'm not as crazy as i thought i was. Yay!",5,1,3,2020-04-20,B07W9F37V3,402
403,"High quality, totally worth it.",This is a really good quality box. Large to fit most router needs. Gives me so much peace of mind.,5,1,5,2019-12-12,B07W9F37V3,403
404,Slows down signal,Definitely slows down your signal,3,1,4,2020-01-31,B07W9F37V3,404
405,Internet signal is unavailable inside the box,"I<U+0092>m sure this was working great, as we couldn<U+0092>t continue to use our internet when it was in the box. It doesn<U+0092>t really make sense for us to use this box, when the internet can<U+0092>t be utilized at the same time.",1,1,2,2020-07-30,B07W9F37V3,405
406,Doesn<U+0092>t fit Spectrum modem,Didn<U+0092>t fit my modem and I didn<U+0092>t send back cause seller wanted me to pay shipping myself!,1,1,1,2020-08-08,B07W9F37V3,406
407,Works,"I feel like sometimes it messes with the wifi signal but, it's not enough to where I would give it a bad review",4,1,0,2020-08-11,B07W9F37V3,407
408,Great product,Fit my router perfectly,5,1,1,2020-07-08,B07W9F37V3,408
409,Perfect,Very good,5,1,0,2020-07-29,B07W9F37V3,409
410,You don't need protection from your router Haha,If you honestly believe the router signal is harmful you should get rid of your microwave and cell phone lol...,1,0,9,2019-12-03,B07W9F37V3,410
411,There are more effective products,Did not find this product to be affective after testing it myself!,2,1,1,2020-03-08,B07W9F37V3,411
412,Very nice,????????,5,1,0,2020-04-20,B07W9F37V3,412
413,Blocks out emfs,Great value helps to block out emfs,5,1,0,2020-11-17,B083TMHZY4,413
414,Easy installation,Easy installation. I don<U+0092>t have a meter to measure if it<U+0092>s working but this was great for peace of mind. I am using this temporarily until I have the opportunity to opt out back to analog.,5,1,0,2020-11-13,B08H8FTHKP,414
415,HIGH QUALITY,VERY WELL MADE. VERY WELL.,5,1,0,2020-11-06,B08H8FTHKP,415
416,This is a complete misrepresented product.,"The item that arrives is nothing close to the one pictured. Can you say garbage? The picture displayed is from a US manufacture, this has got to be made in China.",1,1,6,2020-06-12,B0856XFX2L,416
417,Way too big for average meter,"This product is way too big didn<U+0092>t even come close to fitting my meter. I have a normal meter that is the same as the whole neighborhood.
Then on top of that I am not able to return because too much time has passed. However, everything has been closed.",2,1,3,2020-06-25,B0856XFX2L,417
418,Did not fit.,Did not fit over our smart meter. Was much too big.,1,1,3,2020-07-07,B0856XFX2L,418
419,Good for smaller meters..,I have two meters. The cover fit the smaller meter but not the larger. Do you have a larger cover for the second meter?,4,1,1,2020-10-26,B0856XFX2L,419
420,"Didn<U+0092>t fit, parts missing","Doesn<U+0092>t fit , parts missing",4,1,1,2020-08-22,B0856XFX2L,420
421,Returning,"It's not blocking the waves.
I may return it.",2,1,2,2020-06-19,B0856XFX2L,421
422,Size is Too Large,"Do you have a unit that will fit a smaller diameter smart meter glass?
I used the screen to try and tighten it down, but I had use gray duct tape to hold it in place.
The glass on my smart meter is ~5.5 inches in diameter.",4,1,0,2020-07-08,B0856XFX2L,422
423,That it fits,The metal could have been thick,5,1,0,2020-09-01,B0856XFX2L,423
424,This can't work,The Faraday Cage works only by COMPLETELY enclosing the transmitter or receiver with a capsule which must conduct current in all directions across the surface at all points with no openings measuring more than 1/2 the wavelength. Smart meters transmit waves as short as 4mm. Putting this cup over the front can't possibly attenuate the EMF at all as the opening is several centimeters.,1,0,4,2020-07-11,B0856XFX2L,424
425,Cheap but doesn't shield well,"I have an EMF detector and tested for levels of radiation in this canopy as well as the more expensive Naturell shielding canopy. In the same setup with a shielding pad underneath to create a full Faraday cage, the levels in the Naturell canopy were almost zero. While in this canopy they were reduced, roughly about half of what they were outside the canopy. I suppose that's what I get when I paid about half compared to the Naturell product! But very disappointed given $600 is still a lot of money.",2,1,2,2019-04-03,B075DDXL3X,425
426,I don't think it works.,I am unable to see that it works. My cell phone and iPad still work with no problem inside the net. How is this blocking anything!,1,1,23,2019-04-30,B075DDXL3X,426
427,charged a restock fee of almost 100.00 for defective emf mesh net,"fell apart few days after i got it , no 100 % refund like it says on box , bait and switch , for a crappy thin made cheap product as this was . for 550.00 and a restock fee of almost 100.00 dollars on a ripped seam,? only worked if you grounded it to the floor and only lowered it to 1 g level . no grounding wires or mats for under the bed as needed . Vague instructions to improve performance . wouldn't waste money on this ,make your own .",1,1,7,2020-07-17,B075DDXL3X,427
428,Do not buy !,Product not working . Misleading descriptions on Amazon website.,1,1,6,2020-07-18,B075DDXL3X,428
429,Love the how easy it was to install.,"This product is just what we were looking for. Lightweight, sheer and elegant. Not bad for a hack to reduce RF radiation in your bedroom. The canopy comes in with a card that invites you to communicate with them in China if you have any questions. The people there were so helpful and very easy to work with. My customer service James responded with answers in a very timely manner and we were completely satisfied with our RF Canopy Shield. Can't say more how much we appreciate this quality product. Thanks, UrGarding!",5,1,3,2019-01-28,B075DDXL3X,429
430,You Get What You Pay For,"This is the cheapest canopy on the market and after a few months of owning it, it still blocks about 50% of wifi signal to my cell phone. I don't see how people are giving it one star, read the headline.",4,1,4,2019-06-27,B075DDXL3X,430
431,Sweet sleep!,First good night sleep in a while. I am less achey this morning.,5,1,5,2019-09-08,B075DDXL3X,431
